patient_id,traffic_source,device
2890,Organic Search,IOS 15.3
2891,Referral,IOS 17.0
2892,Referral,Android 11.1
2893,Direct,IOS 12.3
2894,Organic Search,IOS 16.5
2895,Meta Ads,IOS 13.0
2896,Organic Search,Android 10.3
2897,Direct,Android 9.0
2898,Referral,Android 12.5
2899,Organic Search,Android 12.5
2900,Direct,IOS 14.2
2901,Organic Search,Android 12.5
2902,Direct,IOS 15.4
2903,Organic Search,Android 8.4
2904,Direct,IOS 13.3
2905,Organic Search,Android 11.4
2906,Organic Search,IOS 15.5
2907,Direct,Android 10.0
2908,Organic Search,IOS 15.5
2909,Referral,IOS 15.4
2910,Organic Search,IOS 17.0
2911,Referral,IOS 12.2
2912,Direct,Android 12.1
2913,Direct,IOS 13.0
2914,Organic Search,IOS 12.1
2915,Organic Search,Android 9.5
2916,Organic Search,IOS 17.5
2917,Referral,Android 10.1
2918,Google Ads,Android 9.5
2919,Organic Search,IOS 15.4
2920,Meta Ads,IOS 17.2
2921,Referral,Android 10.5
2922,Organic Search,IOS 15.0
2923,Meta Ads,IOS 14.5
2924,Referral,IOS 12.4
2925,Direct,IOS 13.2
2926,Direct,IOS 13.3
2927,Organic Search,IOS 18.4
2928,Referral,Android 12.3
2929,Organic Search,Android 11.1
2930,Referral,IOS 17.4
2931,Direct,IOS 17.1
2932,Direct,Android 8.4
2933,Apple Ads,IOS 14.5
2934,Apple Ads,IOS 17.1
2935,Google Ads,Android 10.0
2936,Referral,Android 11.1
2937,Direct,IOS 15.1
2938,Direct,IOS 14.4
2939,Referral,Android 11.2
2940,Direct,Android 10.0
2941,Referral,Android 12.1
2942,Organic Search,IOS 14.4
2943,Organic Search,Android 9.4
2944,Apple Ads,IOS 17.1
2945,Meta Ads,Android 12.5
2946,Referral,Android 8.1
2947,Organic Search,Android 9.5
2948,Referral,Android 8.1
2949,Referral,IOS 18.1
2950,Referral,IOS 14.1
2951,Direct,IOS 15.1
2952,Referral,Android 10.3
2953,Organic Search,Android 11.4
2954,Referral,IOS 12.3
2955,Apple Ads,IOS 12.3
2956,Organic Search,Android 11.3
2957,Direct,Android 11.4
2958,Referral,Android 10.0
2959,Direct,IOS 17.5
2960,Referral,Android 8.4
2961,Organic Search,Android 11.1
2962,Direct,IOS 16.4
2963,Direct,IOS 18.0
2964,Organic Search,Android 12.1
2965,Referral,Android 12.4
2966,Organic Search,IOS 13.1
2967,Direct,IOS 16.0
2968,Meta Ads,Android 8.2
2969,Organic Search,IOS 14.5
2970,Google Ads,Android 11.4
2971,Referral,IOS 16.4
2972,Meta Ads,Android 11.5
2973,Direct,IOS 18.2
2974,Organic Search,Android 12.3
2975,Meta Ads,Android 9.4
2976,Direct,Android 8.2
2977,Referral,IOS 16.5
2978,Organic Search,IOS 12.3
2979,Referral,Android 8.4
2980,Organic Search,IOS 15.2
2981,Direct,IOS 12.1
2982,Direct,Android 10.2
2983,Organic Search,Android 10.3
2984,Apple Ads,IOS 17.1
2985,Direct,Android 9.3
2986,Direct,IOS 14.5
2987,Referral,IOS 12.1
2988,Direct,IOS 18.1
2989,Referral,Android 11.2
2990,Referral,IOS 16.1
2991,Organic Search,IOS 18.0
2992,Organic Search,IOS 14.5
2993,Direct,Android 8.2
2994,Google Ads,IOS 18.4
2995,Organic Search,Android 9.0
2996,Meta Ads,Android 11.3
2997,Apple Ads,IOS 17.1
2998,Direct,Android 11.4
2999,Direct,Android 8.2
3000,Organic Search,IOS 15.0
3001,Direct,IOS 16.5
3002,Direct,IOS 16.5
3003,Google Ads,Android 9.5
3004,Meta Ads,Android 8.0
3005,Organic Search,Android 9.2
3006,Organic Search,IOS 15.0
3007,Google Ads,Android 11.1
3008,Referral,Android 9.2
3009,Organic Search,Android 11.0
3010,Meta Ads,IOS 17.2
3011,Organic Search,IOS 18.3
3012,Direct,Android 8.5
3013,Referral,Android 12.5
3014,Organic Search,IOS 12.0
3015,Meta Ads,Android 8.0
3016,Direct,IOS 13.2
3017,Meta Ads,IOS 15.0
3018,Referral,IOS 15.0
3019,Meta Ads,Android 8.4
3020,Organic Search,Android 12.4
3021,Direct,Android 8.0
3022,Direct,Android 12.5
3023,Referral,IOS 18.3
3024,Direct,IOS 18.4
3025,Organic Search,Android 10.4
3026,Referral,Android 11.0
3027,Google Ads,IOS 13.2
3028,Direct,IOS 15.0
3029,Direct,IOS 18.0
3030,Direct,IOS 17.2
3031,Referral,IOS 12.5
3032,Direct,Android 8.5
3033,Direct,IOS 18.1
3034,Organic Search,IOS 12.1
3035,Referral,Android 11.5
3036,Referral,IOS 18.0
3037,Direct,Android 9.0
3038,Direct,IOS 17.2
3039,Direct,Android 9.5
3040,Referral,IOS 14.4
3041,Google Ads,Android 11.1
3042,Direct,Android 12.1
3043,Direct,IOS 16.5
3044,Organic Search,IOS 17.3
3045,Apple Ads,IOS 15.4
3046,Direct,Android 11.1
3047,Direct,Android 10.2
3048,Meta Ads,IOS 12.1
3049,Apple Ads,IOS 17.1
3050,Organic Search,IOS 18.5
3051,Apple Ads,IOS 16.3
3052,Apple Ads,IOS 18.2
3053,Referral,IOS 15.2
3054,Organic Search,IOS 12.3
3055,Direct,Android 12.5
3056,Direct,IOS 18.3
3057,Meta Ads,Android 9.4
3058,Organic Search,Android 9.4
3059,Referral,IOS 16.5
3060,Direct,IOS 17.5
3061,Referral,IOS 15.4
3062,Google Ads,IOS 14.2
3063,Google Ads,Android 9.3
3064,Direct,Android 9.4
3065,Google Ads,IOS 15.3
3066,Apple Ads,IOS 13.0
3067,Direct,Android 8.0
3068,Direct,Android 12.5
3069,Referral,Android 10.1
3070,Referral,IOS 13.4
3071,Direct,IOS 14.0
3072,Organic Search,IOS 15.4
3073,Direct,Android 8.5
3074,Meta Ads,Android 10.4
3075,Organic Search,IOS 17.4
3076,Google Ads,IOS 13.2
3077,Organic Search,Android 12.3
3078,Direct,Android 8.1
3079,Referral,IOS 13.4
3080,Apple Ads,IOS 17.1
3081,Direct,IOS 12.2
3082,Referral,IOS 13.3
3083,Google Ads,Android 11.3
3084,Organic Search,IOS 14.4
3085,Direct,Android 8.5
3086,Google Ads,IOS 17.3
3087,Meta Ads,IOS 17.1
3088,Referral,Android 11.3
3089,Organic Search,IOS 16.3
3090,Direct,IOS 13.2
3091,Referral,Android 10.4
3092,Organic Search,Android 9.0
3093,Meta Ads,Android 10.1
3094,Google Ads,Android 10.5
3095,Google Ads,Android 12.4
3096,Referral,IOS 17.5
3097,Google Ads,Android 11.3
3098,Referral,IOS 18.0
3099,Google Ads,IOS 12.3
3100,Organic Search,Android 10.4
3101,Referral,IOS 15.4
3102,Referral,IOS 14.2
3103,Referral,Android 8.0
3104,Referral,IOS 12.2
3105,Referral,IOS 12.0
3106,Referral,Android 12.3
3107,Google Ads,IOS 14.1
3108,Referral,IOS 12.1
3109,Referral,Android 8.2
3110,Google Ads,Android 10.0
3111,Referral,Android 8.1
3112,Organic Search,IOS 14.4
3113,Direct,Android 9.1
3114,Referral,IOS 17.0
3115,Apple Ads,IOS 17.1
3116,Organic Search,Android 9.3
3117,Organic Search,IOS 15.5
3118,Referral,IOS 18.2
3119,Direct,Android 12.4
3120,Meta Ads,Android 10.2
3121,Google Ads,IOS 17.0
3122,Referral,Android 12.1
3123,Referral,Android 12.0
3124,Meta Ads,IOS 14.1
3125,Direct,Android 8.1
3126,Direct,Android 9.2
3127,Direct,Android 8.2
3128,Referral,Android 12.3
3129,Direct,IOS 13.5
3130,Direct,Android 12.0
3131,Direct,IOS 17.3
3132,Referral,IOS 14.1
3133,Organic Search,Android 11.1
3134,Direct,IOS 17.4
3135,Apple Ads,IOS 17.1
3136,Direct,Android 12.4
3137,Referral,Android 11.1
3138,Meta Ads,IOS 13.1
3139,Direct,IOS 15.0
3140,Meta Ads,Android 12.4
3141,Referral,Android 8.5
3142,Direct,IOS 13.3
3143,Direct,IOS 17.0
3144,Referral,Android 11.3
3145,Referral,Android 11.0
3146,Organic Search,IOS 16.1
3147,Referral,IOS 13.0
3148,Organic Search,IOS 15.5
3149,Organic Search,IOS 13.0
3150,Referral,IOS 13.5
3151,Referral,Android 10.1
3152,Meta Ads,Android 12.5
3153,Direct,Android 11.2
3154,Direct,Android 8.2
3155,Organic Search,IOS 18.4
3156,Direct,IOS 18.4
3157,Meta Ads,Android 10.4
3158,Google Ads,IOS 18.2
3159,Meta Ads,IOS 16.1
3160,Organic Search,IOS 14.3
3161,Organic Search,IOS 13.5
3162,Direct,IOS 18.0
3163,Referral,Android 12.3
3164,Apple Ads,IOS 17.1
3165,Referral,Android 11.4
3166,Direct,IOS 18.5
3167,Organic Search,Android 12.2
3168,Google Ads,IOS 17.3
3169,Direct,IOS 15.2
3170,Direct,Android 12.2
3171,Apple Ads,IOS 17.1
3172,Referral,Android 11.4
3173,Direct,IOS 15.2
3174,Direct,IOS 18.0
3175,Organic Search,Android 8.5
3176,Direct,Android 9.0
3177,Organic Search,Android 12.2
3178,Organic Search,IOS 14.2
3179,Referral,Android 12.2
3180,Organic Search,IOS 14.3
3181,Google Ads,Android 9.4
3182,Referral,Android 10.5
3183,Direct,Android 8.1
3184,Direct,IOS 13.4
3185,Organic Search,Android 10.5
3186,Direct,IOS 17.4
3187,Google Ads,Android 11.5
3188,Google Ads,IOS 16.0
3189,Referral,IOS 18.5
3190,Organic Search,Android 12.0
3191,Apple Ads,IOS 17.1
3192,Apple Ads,IOS 12.4
3193,Apple Ads,IOS 17.0
3194,Direct,Android 11.1
3195,Direct,Android 10.0
3196,Referral,IOS 16.5
3197,Referral,Android 10.2
3198,Organic Search,Android 11.1
3199,Google Ads,IOS 12.2
3200,Organic Search,IOS 17.4
3201,Organic Search,Android 9.4
3202,Referral,IOS 15.4
3203,Organic Search,IOS 14.3
3204,Referral,Android 9.5
3205,Direct,Android 12.3
3206,Referral,Android 12.1
3207,Organic Search,Android 9.3
3208,Referral,Android 10.5
3209,Direct,IOS 14.0
3210,Organic Search,Android 12.0
3211,Referral,Android 11.0
3212,Organic Search,Android 12.4
3213,Referral,Android 10.2
3214,Organic Search,Android 10.0
3215,Organic Search,Android 12.1
3216,Meta Ads,Android 8.3
3217,Organic Search,Android 10.3
3218,Organic Search,IOS 17.1
3219,Direct,Android 9.0
3220,Meta Ads,IOS 12.2
3221,Referral,IOS 15.1
3222,Organic Search,IOS 15.0
3223,Meta Ads,Android 10.2
3224,Google Ads,Android 11.1
3225,Organic Search,Android 11.5
3226,Direct,Android 11.1
3227,Apple Ads,IOS 17.1
3228,Meta Ads,Android 9.1
3229,Google Ads,IOS 12.4
3230,Referral,IOS 14.5
3231,Google Ads,Android 8.3
3232,Referral,IOS 15.2
3233,Meta Ads,IOS 16.0
3234,Google Ads,IOS 18.4
3235,Referral,IOS 14.4
3236,Meta Ads,IOS 18.4
3237,Referral,IOS 12.5
3238,Organic Search,Android 9.5
3239,Referral,Android 12.2
3240,Referral,IOS 16.2
3241,Referral,Android 11.3
3242,Direct,IOS 12.2
3243,Referral,IOS 18.2
3244,Direct,Android 9.5
3245,Direct,Android 12.1
3246,Referral,IOS 18.3
3247,Referral,Android 11.4
3248,Direct,Android 8.3
3249,Direct,Android 9.5
3250,Organic Search,IOS 15.5
3251,Organic Search,IOS 13.3
3252,Organic Search,IOS 14.1
3253,Apple Ads,IOS 17.1
3254,Referral,IOS 15.0
3255,Referral,IOS 13.2
3256,Meta Ads,Android 8.0
3257,Meta Ads,Android 9.4
3258,Organic Search,Android 11.3
3259,Apple Ads,IOS 13.5
3260,Referral,IOS 16.2
3261,Apple Ads,IOS 17.1
3262,Organic Search,Android 9.2
3263,Organic Search,IOS 17.1
3264,Google Ads,IOS 13.2
3265,Direct,IOS 13.5
3266,Meta Ads,Android 11.1
3267,Direct,IOS 14.2
3268,Apple Ads,IOS 17.1
3269,Apple Ads,IOS 13.5
3270,Referral,Android 9.2
3271,Referral,Android 11.2
3272,Direct,IOS 14.4
3273,Direct,Android 11.5
3274,Organic Search,Android 8.1
3275,Google Ads,IOS 15.2
3276,Direct,Android 9.0
3277,Direct,IOS 18.1
3278,Google Ads,IOS 16.5
3279,Referral,IOS 15.0
3280,Organic Search,IOS 12.1
3281,Referral,IOS 14.3
3282,Google Ads,IOS 17.1
3283,Referral,Android 8.0
3284,Apple Ads,IOS 13.5
3285,Meta Ads,Android 8.4
3286,Direct,Android 11.5
3287,Direct,Android 8.2
3288,Referral,Android 8.2
3289,Organic Search,Android 12.4
3290,Direct,IOS 14.4
3291,Direct,Android 11.2
3292,Referral,Android 8.1
3293,Referral,IOS 14.4
3294,Direct,Android 12.2
3295,Organic Search,Android 11.3
3296,Referral,IOS 13.1
3297,Referral,Android 9.2
3298,Organic Search,IOS 18.4
3299,Organic Search,IOS 12.4
3300,Google Ads,Android 11.0
3301,Organic Search,Android 11.3
3302,Organic Search,IOS 12.4
3303,Referral,Android 12.5
3304,Referral,Android 8.4
3305,Organic Search,Android 10.1
3306,Referral,Android 8.0
3307,Organic Search,Android 11.2
3308,Organic Search,IOS 17.5
3309,Organic Search,Android 8.2
3310,Google Ads,Android 8.4
3311,Referral,Android 9.2
3312,Direct,Android 12.4
3313,Organic Search,IOS 17.3
3314,Meta Ads,IOS 12.4
3315,Direct,IOS 12.5
3316,Meta Ads,IOS 14.0
3317,Referral,IOS 12.1
3318,Google Ads,Android 12.0
3319,Apple Ads,IOS 15.3
3320,Organic Search,IOS 13.3
3321,Referral,IOS 12.3
3322,Direct,Android 9.3
3323,Apple Ads,IOS 17.1
3324,Referral,IOS 13.1
3325,Direct,Android 10.2
3326,Meta Ads,IOS 18.0
3327,Organic Search,Android 10.0
3328,Meta Ads,Android 8.2
3329,Direct,Android 10.5
3330,Apple Ads,IOS 18.4
3331,Direct,IOS 16.2
3332,Organic Search,Android 10.2
3333,Direct,IOS 16.1
3334,Google Ads,Android 12.5
3335,Organic Search,Android 9.5
3336,Direct,IOS 12.4
3337,Referral,Android 8.2
3338,Apple Ads,IOS 18.0
3339,Direct,IOS 12.3
3340,Organic Search,Android 12.2
3341,Referral,IOS 12.1
3342,Referral,Android 10.2
3343,Organic Search,Android 10.3
3344,Google Ads,IOS 18.0
3345,Organic Search,Android 11.1
3346,Direct,IOS 15.5
3347,Referral,Android 10.3
3348,Apple Ads,IOS 17.1
3349,Google Ads,IOS 12.4
3350,Direct,IOS 18.1
3351,Organic Search,Android 8.0
3352,Apple Ads,IOS 17.1
3353,Organic Search,Android 11.2
3354,Referral,IOS 17.1
3355,Organic Search,Android 8.5
3356,Meta Ads,IOS 13.2
3357,Apple Ads,IOS 15.4
3358,Referral,Android 9.5
3359,Google Ads,Android 12.0
3360,Direct,IOS 15.3
3361,Direct,Android 8.5
3362,Apple Ads,IOS 14.0
3363,Organic Search,Android 9.1
3364,Direct,IOS 18.5
3365,Direct,Android 11.1
3366,Referral,IOS 13.3
3367,Organic Search,IOS 17.0
3368,Apple Ads,IOS 16.4
3369,Organic Search,IOS 15.5
3370,Organic Search,Android 11.1
3371,Organic Search,Android 12.3
3372,Referral,Android 10.5
3373,Apple Ads,IOS 17.4
3374,Organic Search,IOS 14.2
3375,Direct,Android 10.4
3376,Direct,IOS 16.0
3377,Organic Search,Android 12.5
3378,Direct,Android 8.4
3379,Referral,IOS 16.4
3380,Direct,Android 12.4
3381,Referral,Android 8.2
3382,Direct,Android 11.1
3383,Meta Ads,Android 10.4
3384,Meta Ads,Android 11.1
3385,Referral,IOS 14.3
3386,Referral,IOS 13.0
3387,Organic Search,Android 8.2
3388,Organic Search,IOS 13.0
3389,Direct,IOS 14.2
3390,Direct,IOS 18.1
3391,Referral,Android 8.5
3392,Meta Ads,Android 11.2
3393,Apple Ads,IOS 17.1
3394,Referral,IOS 13.2
3395,Apple Ads,IOS 17.1
3396,Organic Search,IOS 13.0
3397,Referral,IOS 13.4
3398,Referral,Android 8.3
3399,Direct,Android 9.4
3400,Referral,IOS 17.5
3401,Meta Ads,Android 11.5
3402,Google Ads,IOS 16.0
3403,Apple Ads,IOS 18.3
3404,Organic Search,IOS 16.3
3405,Referral,IOS 16.0
3406,Organic Search,IOS 17.1
3407,Organic Search,Android 8.2
3408,Direct,IOS 14.3
3409,Apple Ads,IOS 17.1
3410,Direct,IOS 12.4
3411,Organic Search,Android 10.0
3412,Direct,Android 8.3
3413,Apple Ads,IOS 17.1
3414,Referral,IOS 14.2
3415,Direct,IOS 13.4
3416,Direct,Android 9.3
3417,Direct,Android 10.3
3418,Organic Search,IOS 18.0
3419,Referral,IOS 15.4
3420,Meta Ads,Android 12.0
3421,Direct,Android 10.4
3422,Direct,Android 11.0
3423,Referral,Android 9.1
3424,Meta Ads,Android 12.4
3425,Organic Search,IOS 14.5
3426,Referral,Android 11.4
3427,Direct,IOS 16.4
3428,Referral,Android 8.1
3429,Apple Ads,IOS 15.4
3430,Organic Search,IOS 17.1
3431,Apple Ads,IOS 17.1
3432,Referral,Android 10.0
3433,Referral,Android 9.3
3434,Meta Ads,IOS 13.1
3435,Referral,IOS 12.0
3436,Organic Search,IOS 18.0
3437,Meta Ads,Android 10.4
3438,Apple Ads,IOS 17.1
3439,Direct,IOS 12.5
3440,Apple Ads,IOS 17.1
3441,Direct,Android 9.1
3442,Google Ads,Android 9.0
3443,Direct,Android 12.0
3444,Direct,IOS 14.3
3445,Referral,Android 11.2
3446,Direct,Android 8.1
3447,Organic Search,Android 10.0
3448,Google Ads,IOS 17.3
3449,Organic Search,Android 9.3
3450,Direct,Android 12.2
3451,Direct,IOS 12.3
3452,Apple Ads,IOS 17.1
3453,Google Ads,IOS 14.5
3454,Organic Search,Android 8.4
3455,Direct,Android 12.3
3456,Referral,Android 10.0
3457,Referral,IOS 13.1
3458,Google Ads,Android 8.4
3459,Organic Search,Android 9.4
3460,Organic Search,IOS 16.5
3461,Direct,IOS 16.0
3462,Apple Ads,IOS 15.3
3463,Direct,IOS 15.1
3464,Direct,IOS 17.4
3465,Meta Ads,Android 11.0
3466,Direct,IOS 13.5
3467,Organic Search,IOS 13.1
3468,Direct,Android 12.1
3469,Organic Search,IOS 12.2
3470,Referral,IOS 16.3
3471,Organic Search,IOS 16.2
3472,Organic Search,IOS 12.0
3473,Meta Ads,IOS 12.3
3474,Direct,IOS 13.2
3475,Apple Ads,IOS 15.1
3476,Referral,Android 8.2
3477,Organic Search,Android 9.5
3478,Referral,IOS 16.0
3479,Organic Search,Android 12.2
3480,Meta Ads,Android 8.5
3481,Google Ads,IOS 18.4
3482,Direct,IOS 18.2
3483,Referral,Android 8.3
3484,Direct,IOS 12.5
3485,Organic Search,IOS 14.5
3486,Organic Search,IOS 14.0
3487,Organic Search,Android 8.4
3488,Direct,IOS 17.3
3489,Direct,Android 9.3
3490,Direct,IOS 18.3
3491,Direct,Android 8.1
3492,Direct,IOS 14.0
3493,Organic Search,Android 12.4
3494,Meta Ads,Android 10.1
3495,Direct,IOS 14.4
3496,Direct,IOS 16.0
3497,Direct,IOS 16.0
3498,Google Ads,Android 8.0
3499,Direct,Android 9.3
3500,Referral,Android 11.3
3501,Apple Ads,IOS 17.1
3502,Apple Ads,IOS 16.0
3503,Apple Ads,IOS 17.1
3504,Direct,Android 9.5
3505,Organic Search,IOS 16.2
3506,Referral,IOS 14.1
3507,Referral,Android 11.1
3508,Referral,IOS 12.2
3509,Referral,Android 10.1
3510,Organic Search,Android 11.3
3511,Apple Ads,IOS 17.1
3512,Referral,Android 9.0
3513,Direct,IOS 14.1
3514,Referral,IOS 17.0
3515,Meta Ads,Android 9.5
3516,Referral,Android 9.3
3517,Referral,IOS 18.0
3518,Organic Search,IOS 13.2
3519,Organic Search,Android 8.3
3520,Organic Search,Android 9.4
3521,Meta Ads,IOS 18.1
3522,Organic Search,IOS 14.1
3523,Google Ads,Android 11.5
3524,Apple Ads,IOS 17.5
3525,Google Ads,Android 11.1
3526,Referral,Android 8.0
3527,Direct,Android 11.0
3528,Meta Ads,IOS 12.0
3529,Meta Ads,Android 11.2
3530,Direct,IOS 18.0
3531,Referral,IOS 18.3
3532,Organic Search,Android 11.0
3533,Google Ads,Android 11.3
3534,Referral,Android 11.3
3535,Apple Ads,IOS 14.2
3536,Organic Search,IOS 15.4
3537,Referral,IOS 17.4
3538,Meta Ads,Android 12.4
3539,Google Ads,Android 8.2
3540,Organic Search,IOS 15.0
3541,Apple Ads,IOS 18.3
3542,Apple Ads,IOS 17.1
3543,Organic Search,IOS 16.4
3544,Referral,IOS 18.3
3545,Direct,IOS 15.5
3546,Google Ads,IOS 13.4
3547,Organic Search,IOS 16.0
3548,Organic Search,Android 8.5
3549,Google Ads,Android 12.4
3550,Organic Search,IOS 17.4
3551,Referral,Android 8.3
3552,Direct,IOS 15.2
3553,Meta Ads,Android 10.4
3554,Organic Search,IOS 15.3
3555,Organic Search,Android 10.0
3556,Google Ads,Android 9.0
3557,Meta Ads,IOS 16.5
3558,Referral,IOS 16.5
3559,Organic Search,IOS 16.3
3560,Referral,IOS 12.3
3561,Referral,IOS 18.5
3562,Direct,IOS 16.0
3563,Organic Search,IOS 14.2
3564,Organic Search,Android 10.3
3565,Referral,IOS 12.4
3566,Referral,Android 11.5
3567,Direct,Android 10.1
3568,Referral,Android 10.5
3569,Google Ads,Android 9.0
3570,Google Ads,Android 12.1
3571,Referral,Android 11.1
3572,Google Ads,Android 8.4
3573,Direct,Android 10.1
3574,Referral,Android 12.4
3575,Direct,IOS 16.2
3576,Apple Ads,IOS 17.2
3577,Direct,IOS 16.2
3578,Referral,Android 10.1
3579,Referral,IOS 18.0
3580,Meta Ads,Android 10.4
3581,Organic Search,IOS 12.2
3582,Referral,IOS 13.1
3583,Direct,Android 12.1
3584,Direct,IOS 12.1
3585,Direct,IOS 17.5
3586,Direct,Android 8.2
3587,Organic Search,IOS 15.4
3588,Organic Search,Android 10.3
3589,Organic Search,IOS 13.3
3590,Direct,Android 9.1
3591,Organic Search,IOS 18.5
3592,Referral,IOS 14.3
3593,Apple Ads,IOS 17.1
3594,Organic Search,Android 10.4
3595,Referral,Android 8.1
3596,Apple Ads,IOS 15.0
3597,Referral,IOS 16.0
3598,Google Ads,IOS 18.0
3599,Organic Search,Android 11.0
3600,Direct,IOS 16.4
3601,Organic Search,Android 10.1
3602,Organic Search,IOS 13.0
3603,Organic Search,IOS 12.4
3604,Google Ads,Android 12.1
3605,Referral,Android 10.5
3606,Meta Ads,IOS 16.4
3607,Referral,IOS 17.3
3608,Referral,IOS 12.0
3609,Meta Ads,IOS 18.5
3610,Organic Search,IOS 14.5
3611,Referral,IOS 16.1
3612,Apple Ads,IOS 17.4
3613,Apple Ads,IOS 17.1
3614,Organic Search,Android 12.2
3615,Referral,IOS 12.2
3616,Apple Ads,IOS 17.1
3617,Direct,Android 12.3
3618,Referral,IOS 14.3
3619,Referral,IOS 12.4
3620,Direct,IOS 15.1
3621,Direct,IOS 14.0
3622,Meta Ads,IOS 17.0
3623,Referral,Android 8.1
3624,Google Ads,IOS 17.2
3625,Direct,IOS 16.5
3626,Organic Search,Android 8.4
3627,Organic Search,IOS 13.0
3628,Referral,Android 10.4
3629,Organic Search,IOS 15.2
3630,Meta Ads,Android 10.1
3631,Apple Ads,IOS 15.1
3632,Direct,IOS 16.1
3633,Meta Ads,Android 11.2
3634,Organic Search,Android 8.3
3635,Organic Search,Android 8.4
3636,Meta Ads,IOS 18.2
3637,Direct,Android 11.4
3638,Referral,IOS 17.3
3639,Apple Ads,IOS 17.1
3640,Referral,Android 9.5
3641,Referral,Android 8.4
3642,Google Ads,Android 11.5
3643,Meta Ads,Android 9.0
3644,Referral,Android 12.0
3645,Referral,IOS 16.4
3646,Direct,IOS 15.0
3647,Direct,IOS 17.5
3648,Referral,Android 11.0
3649,Organic Search,Android 9.2
3650,Referral,IOS 18.4
3651,Referral,IOS 15.3
3652,Meta Ads,IOS 14.3
3653,Google Ads,Android 12.3
3654,Direct,IOS 13.3
3655,Organic Search,IOS 15.1
3656,Direct,Android 8.0
3657,Google Ads,IOS 17.1
3658,Referral,Android 9.2
3659,Referral,Android 12.3
3660,Organic Search,Android 9.1
3661,Referral,Android 9.3
3662,Direct,IOS 18.0
3663,Direct,IOS 13.2
3664,Referral,Android 10.4
3665,Direct,IOS 17.0
3666,Organic Search,Android 10.0
3667,Direct,Android 10.2
3668,Organic Search,Android 12.2
3669,Google Ads,IOS 15.3
3670,Referral,Android 10.3
3671,Direct,Android 11.5
3672,Direct,Android 12.0
3673,Direct,Android 11.4
3674,Meta Ads,Android 12.5
3675,Referral,IOS 16.5
3676,Direct,IOS 17.0
3677,Organic Search,Android 9.2
3678,Organic Search,Android 12.1
3679,Referral,IOS 12.5
3680,Referral,IOS 17.2
3681,Apple Ads,IOS 15.2
3682,Apple Ads,IOS 17.1
3683,Referral,Android 8.0
3684,Referral,Android 9.0
3685,Direct,Android 9.3
3686,Apple Ads,IOS 17.1
3687,Organic Search,Android 11.1
3688,Organic Search,Android 10.2
3689,Direct,IOS 16.0
3690,Meta Ads,IOS 14.0
3691,Referral,Android 11.4
3692,Direct,Android 12.5
3693,Referral,IOS 17.2
3694,Organic Search,Android 8.4
3695,Referral,IOS 16.2
3696,Direct,Android 12.0
3697,Direct,IOS 16.5
3698,Apple Ads,IOS 18.1
3699,Referral,Android 10.4
3700,Referral,Android 8.3
3701,Organic Search,IOS 16.3
3702,Referral,IOS 17.0
3703,Apple Ads,IOS 17.1
3704,Organic Search,IOS 16.5
3705,Referral,Android 8.4
3706,Referral,IOS 16.4
3707,Meta Ads,IOS 14.3
3708,Referral,IOS 18.1
3709,Meta Ads,Android 9.4
3710,Organic Search,Android 11.2
3711,Direct,IOS 17.2
3712,Direct,IOS 16.5
3713,Organic Search,IOS 16.1
3714,Organic Search,IOS 18.4
3715,Referral,IOS 18.4
3716,Direct,Android 10.5
3717,Organic Search,Android 12.0
3718,Apple Ads,IOS 17.1
3719,Referral,IOS 13.3
3720,Referral,IOS 15.4
3721,Referral,IOS 13.2
3722,Direct,Android 12.4
3723,Referral,Android 12.4
3724,Referral,IOS 18.3
3725,Referral,IOS 18.3
3726,Organic Search,Android 11.0
3727,Direct,IOS 12.5
3728,Referral,IOS 15.4
3729,Organic Search,Android 8.4
3730,Referral,Android 12.4
3731,Google Ads,IOS 16.0
3732,Direct,IOS 12.1
3733,Google Ads,Android 12.2
3734,Google Ads,IOS 15.1
3735,Organic Search,Android 8.5
3736,Direct,IOS 14.4
